Datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,Wind
02-Aug-2021 10:45:00,24.575156,3030.790922,879.813621,6267.019371,28.877865,1239.101921,-5.915346,640.630722,1299.970121
02-Aug-2021 11:00:00,24.546231,3019.3838,883.956292,6357.52654,27.649347,1238.823955,-5.323876,739.329823,1274.445868
02-Aug-2021 11:15:00,24.56235,3022.713088,880.733234,6410.444488,28.097242,1238.901122,-7.122567,812.054867,1264.287618
02-Aug-2021 11:30:00,24.497154,3018.152687,876.654804,6460.583497,28.040917,1238.605288,-5.75227,898.043277,1264.024306
02-Aug-2021 11:45:00,24.435876,3013.782793,899.737887,6420.43635,27.276304,1238.399646,-4.79601,1028.567325,1243.473384
02-Aug-2021 12:00:00,24.513392,3027.16332,899.931536,6449.880618,22.633835,1238.875014,-2.920353,1086.767312,1306.575551
02-Aug-2021 12:15:00,24.482217,3025.145851,911.158973,6474.623738,19.174747,1238.747139,-3.1393,1117.066406,1334.206194
02-Aug-2021 12:30:00,24.521693,3023.120229,946.579292,6493.800964,19.201903,1238.785564,-1.417657,1155.717859,1403.469482
02-Aug-2021 12:45:00,24.497985,3023.020811,983.2449,6512.178213,18.678521,1238.811409,1.474534,1130.490504,1485.811466
02-Aug-2021 13:00:00,24.492313,3027.964604,1027.949753,6614.331059,14.356633,1238.817112,4.279197,1108.665308,1520.832972
02-Aug-2021 13:15:00,24.518193,3026.575678,1034.040212,6682.316086,13.815756,1238.918941,-0.805959,1132.34786,1560.112261
02-Aug-2021 13:30:00,24.506567,3022.918007,1065.387747,6687.859338,13.77281,1238.76294,-2.45783,1253.13893,1537.319469
02-Aug-2021 13:45:00,24.510752,3027.165003,1130.954973,6682.81322,13.797999,1239.009128,4.4421,1304.678878,1507.2402
02-Aug-2021 14:00:00,24.470912,3028.195592,1153.023174,6809.333217,14.232699,1238.822125,-4.9319,1307.153589,1499.471144
02-Aug-2021 14:15:00,24.472635,3035.039521,1199.932476,6856.767794,14.333631,1238.986943,-3.127757,1317.023656,1500.134402
02-Aug-2021 14:30:00,24.536392,3028.942092,1256.478667,6960.21127,14.185846,1239.085926,1.401806,1328.040578,1465.168915
02-Aug-2021 14:45:00,24.479772,3024.100464,1299.292239,7029.02347,13.861254,1238.814721,-5.86785,1299.848567,1470.498597
02-Aug-2021 15:00:00,24.468625,3005.363857,1302.683097,7028.030043,14.333721,1238.838871,-0.98868,1304.258336,1543.033697
02-Aug-2021 15:15:00,24.611136,2972.844378,1348.714859,7049.394309,14.330244,1238.749383,3.685371,1290.32027,1581.653956
02-Aug-2021 15:30:00,24.765343,2965.892657,1311.878152,6999.812618,14.332685,1238.712853,-7.080333,1357.136524,1671.744986
02-Aug-2021 15:45:00,24.830274,2948.301884,1394.79577,6999.879609,14.390003,1238.892565,7.0347,1390.506771,1652.888096
02-Aug-2021 16:00:00,24.73242,2971.113156,1412.17514,7031.604879,14.315538,1238.127683,-6.174756,1348.980006,1615.712234
02-Aug-2021 16:15:00,24.843797,3011.950227,1362.493598,6988.588604,14.37351,1238.631809,-5.131158,1376.593115,1658.174011
02-Aug-2021 16:30:00,24.810198,3028.353722,1410.704222,7037.641333,14.293182,1238.432458,-2.213749,1311.52844,1634.368293
02-Aug-2021 16:45:00,24.798509,3032.199831,1433.651898,7072.031634,14.203009,1238.262239,-3.441357,1267.411949,1623.464335
02-Aug-2021 17:00:00,24.534268,3021.8493,1408.49126,7068.875831,14.143756,1238.118531,-1.786697,1230.927086,1624.885953
02-Aug-2021 17:15:00,24.394001,3002.965442,1390.006445,7066.205854,14.162811,1238.106881,3.399953,1250.925649,1626.797547
02-Aug-2021 17:30:00,24.32373,3010.731274,1364.685509,7007.591496,14.156021,1238.192987,6.009081,1285.500691,1634.424541
02-Aug-2021 17:45:00,23.869515,3021.159686,1388.915117,7001.675855,14.161282,1238.180613,4.961944,1233.894974,1594.009725
02-Aug-2021 18:00:00,23.865433,3015.661704,1400.754406,7057.692565,14.302635,1238.119764,3.372733,1126.818321,1522.527804
02-Aug-2021 18:15:00,23.855763,3002.043967,1363.771533,7134.855862,14.4004,1238.156953,1.861498,1048.728398,1467.533591
02-Aug-2021 18:30:00,24.071536,2997.837676,1368.004234,7193.209188,14.420532,1238.041885,2.851091,957.880328,1402.07162
02-Aug-2021 18:45:00,24.56311,2995.224797,1360.105552,7213.592914,14.62074,1238.063285,2.120104,817.5914,1374.761729
02-Aug-2021 19:00:00,24.770704,2986.084768,1335.249891,7218.766245,14.710321,1238.156659,2.007948,673.603079,1381.670477
02-Aug-2021 19:15:00,24.908816,2958.17037,1315.722056,7216.833242,14.827491,1238.716344,4.474249,566.254293,1393.681662
02-Aug-2021 19:30:00,24.82813,2920.589984,1355.365385,7250.06633,14.762945,1238.511578,3.877533,381.984684,1367.505598
02-Aug-2021 19:45:00,24.835806,2905.823271,1372.477983,7260.457026,14.827744,1238.636497,5.221098,243.832507,1376.009985
02-Aug-2021 20:00:00,24.852615,2893.242214,1430.69977,7190.875211,14.839922,1238.538271,0.241707,129.92235,1396.617029
02-Aug-2021 20:15:00,24.822851,2877.851898,1417.850962,7185.912843,14.832889,1238.365259,0.472589,42.678216,1448.195554
02-Aug-2021 20:30:00,24.796144,2863.356236,1424.48667,7171.188836,14.82179,1238.074316,1.675034,3.175124,1502.232783
02-Aug-2021 20:45:00,24.832979,2848.274497,1381.293745,7138.949047,14.822181,1238.543116,2.122263,0,1529.315837
02-Aug-2021 21:00:00,24.829235,2837.74077,1268.536935,7124.302103,14.717514,1239.259457,0.755135,0,1572.364481
02-Aug-2021 21:15:00,24.878057,2814.516965,1149.048698,7128.744714,14.738017,1239.760019,4.366203,0.010888,1579.6547
02-Aug-2021 21:30:00,24.816738,2795.679036,1075.667464,7080.219676,14.626866,1239.87496,-1.217657,0,1561.005624
02-Aug-2021 21:45:00,24.812207,2795.300485,1031.821958,7005.144711,14.617655,1240.043246,-0.444855,0,1491.549388
02-Aug-2021 22:00:00,24.933682,2783.405532,967.832556,6831.113258,14.637167,1240.362124,-4.772834,0.016126,1515.518038
02-Aug-2021 22:15:00,24.846202,2747.156054,850.489401,6679.748984,14.558049,1239.937585,-3.361096,0,1617.092754
